question,model,prompt_template,response_time,status,match,sql_query,sql_result
Where is it 20 degrees?,gpt-4o-mini,schema_only,22.873952627182007,sql_error,False,,
What is the average temperature in sunny cities?,gpt-4o-mini,schema_only,22.60332942008972,sql_error,False,,
Where is it raining?,gpt-4o-mini,schema_only,22.61305975914001,sql_error,False,,
Where is it the hottest?,gpt-4o-mini,schema_only,23.453378438949585,sql_error,False,,
What is the temperature in Warsaw?,gpt-4o-mini,schema_only,2.978431940078736,sql_error,False,,
Which cities have tropical climate?,gpt-4o-mini,schema_only,21.96368670463562,sql_error,False,,
Is it cloudy in Berlin?,gpt-4o-mini,schema_only,23.92561507225037,sql_error,False,,
What's the temperature in Fort Worth?,gpt-4o-mini,schema_only,21.65512251853943,sql_error,False,,
Where is it the coldest?,gpt-4o-mini,schema_only,2.3483006954193115,sql_error,False,,
Which cities have temperate climate?,gpt-4o-mini,schema_only,21.829842805862427,sql_error,False,,
WHere is it the hotest?,gpt-4o-mini,schema_only,22.9747314453125,sql_error,False,,
Where is the sky clear?,gpt-4o-mini,schema_only,22.088865518569943,sql_error,False,,
Where is it 20 degrees?,gpt-4o-mini,schema_only,1.6087095737457275,sql_error,False,,
What is the average temperature in sunny cities?,gpt-4o-mini,schema_only,2.11333966255188,sql_error,False,,
Where is it raining?,gpt-4o-mini,instructional,21.03202247619629,sql_error,False,,
Where is it the hottest?,gpt-4o-mini,instructional,22.759512901306152,sql_error,False,,
What is the temperature in Warsaw?,gpt-4o-mini,instructional,21.654715299606323,sql_error,False,,
Which cities have tropical climate?,gpt-4o-mini,instructional,21.09242820739746,sql_error,False,,
Is it cloudy in Berlin?,gpt-4o-mini,instructional,22.38168668746948,sql_error,False,,
What's the temperature in Fort Worth?,gpt-4o-mini,instructional,20.80159378051757,sql_error,False,,
Where is it the coldest?,gpt-4o-mini,instructional,22.28941035270691,sql_error,False,,
Which cities have temperate climate?,gpt-4o-mini,instructional,22.135152101516724,sql_error,False,,
WHere is it the hotest?,gpt-4o-mini,instructional,23.48989033699036,sql_error,False,,
Where is the sky clear?,gpt-4o-mini,instructional,2.060099601745605,sql_error,False,,
Where is it 20 degrees?,gpt-4o-mini,instructional,22.007678508758545,sql_error,False,,
What is the average temperature in sunny cities?,gpt-4o-mini,instructional,22.52252531051636,sql_error,False,,
Where is it raining?,gpt-4o-mini,instructional,21.227930307388306,sql_error,False,,
Where is it the hottest?,gpt-4o-mini,instructional,21.690825700759888,sql_error,False,,
What is the temperature in Warsaw?,gpt-4o-mini,instructional,21.486720323562626,sql_error,False,,
Which cities have tropical climate?,gpt-4o-mini,instructional,21.59867048263549,sql_error,False,,
Is it cloudy in Berlin?,gpt-4o-mini,instructional,22.403472423553467,sql_error,False,,
What's the temperature in Fort Worth?,gpt-4o-mini,instructional,21.39527702331543,sql_error,False,,
Where is it the coldest?,gpt-4o-mini,instructional,22.2189302444458,sql_error,False,,
Which cities have temperate climate?,gpt-4o-mini,instructional,0.8261275291442871,sql_error,False,,
WHere is it the hotest?,gpt-4o-mini,instructional,23.194128036499023,sql_error,False,,
Where is the sky clear?,gpt-4o-mini,instructional,22.131033897399902,sql_error,False,,
Where is it 20 degrees?,gpt-4o-mini,instructional,21.58612084388733,sql_error,False,,
What is the average temperature in sunny cities?,gpt-4o-mini,instructional,1.843887090682984,sql_error,False,,
Where is it raining?,gpt-4o-mini,few_shot,20.71165347099304,sql_error,False,,
Where is it the hottest?,gpt-4o-mini,few_shot,20.91608190536499,ok,True,"SELECT City, Temperature FROM Weather ORDER BY Temperature DESC","Phoenix, 35, Cairo, 32, Houston, 30, Mumbai, 30, Rio de Janeiro, 29, Bangalore, 28, Tokyo, 26, Los Angeles, 25, Beijing, 24, Buenos Aires, 23, Sydney, 22, New York, 22, Paris, 21, Toronto, 20, Johannesburg, 20, Cape Town, 19, London, 18, Chicago, 18, Warsaw, 16, Moscow, 15"
What is the temperature in Warsaw?,gpt-4o-mini,few_shot,20.807337999343872,ok,True,SELECT Temperature FROM Weather WHERE City = 'Warsaw',16
Which cities have tropical climate?,gpt-4o-mini,few_shot,20.73272180557251,ok,True,SELECT City FROM Weather WHERE Climate LIKE '%tropical%',"Houston, Bangalore, Tokyo, Sydney, Rio de Janeiro, Mumbai, Buenos Aires, Johannesburg"
Is it cloudy in Berlin?,gpt-4o-mini,few_shot,20.72878098487854,ok,False,SELECT Weather FROM Weather WHERE City = 'Berlin',
What's the temperature in Fort Worth?,gpt-4o-mini,few_shot,21.3923556804657,ok,False,SELECT Temperature FROM Weather WHERE City = 'Fort Worth',
Where is it the coldest?,gpt-4o-mini,few_shot,20.98354172706604,ok,True,"SELECT City, Temperature FROM Weather ORDER BY Temperature ASC","Moscow, 15, Warsaw, 16, London, 18, Chicago, 18, Cape Town, 19, Toronto, 20, Johannesburg, 20, Paris, 21, New York, 22, Sydney, 22, Buenos Aires, 23, Beijing, 24, Los Angeles, 25, Tokyo, 26, Bangalore, 28, Rio de Janeiro, 29, Mumbai, 30, Houston, 30, Cairo, 32, Phoenix, 35"
Which cities have temperate climate?,gpt-4o-mini,few_shot,20.861220121383667,ok,True,SELECT City FROM Weather WHERE Climate LIKE '%temperate%',"New York, Warsaw, London, Paris"
WHere is it the hotest?,gpt-4o-mini,few_shot,21.873387575149536,sql_error,False,,
Where is the sky clear?,gpt-4o-mini,few_shot,20.69035387039185,ok,True,SELECT City FROM Weather WHERE Weather LIKE '%clear%',"Tokyo, Buenos Aires"
Where is it 20 degrees?,gpt-4o-mini,few_shot,20.890866994857788,ok,True,SELECT City FROM Weather WHERE Temperature = 20,"Toronto, Johannesburg"
What is the average temperature in sunny cities?,gpt-4o-mini,few_shot,0.8844106197357178,ok,False,SELECT AVG(Temperature) FROM Weather WHERE Weather LIKE '%sunny%',26
Where is it raining?,gpt-4o-mini,few_shot,20.824519634246823,sql_error,False,,
Where is it the hottest?,gpt-4o-mini,few_shot,21.34095788002014,ok,True,"SELECT City, Temperature FROM Weather ORDER BY Temperature DESC","Phoenix, 35, Cairo, 32, Houston, 30, Mumbai, 30, Rio de Janeiro, 29, Bangalore, 28, Tokyo, 26, Los Angeles, 25, Beijing, 24, Buenos Aires, 23, Sydney, 22, New York, 22, Paris, 21, Toronto, 20, Johannesburg, 20, Cape Town, 19, London, 18, Chicago, 18, Warsaw, 16, Moscow, 15"
What is the temperature in Warsaw?,gpt-4o-mini,few_shot,20.70614194869995,ok,True,SELECT Temperature FROM Weather WHERE City = 'Warsaw',16
Which cities have tropical climate?,gpt-4o-mini,few_shot,20.92405676841736,ok,True,SELECT City FROM Weather WHERE Climate LIKE '%tropical%',"Houston, Bangalore, Tokyo, Sydney, Rio de Janeiro, Mumbai, Buenos Aires, Johannesburg"
Is it cloudy in Berlin?,gpt-4o-mini,few_shot,20.821609497070312,ok,False,SELECT Weather FROM Weather WHERE City = 'Berlin',
What's the temperature in Fort Worth?,gpt-4o-mini,few_shot,20.929182052612305,ok,False,SELECT Temperature FROM Weather WHERE City = 'Fort Worth',
Where is it the coldest?,gpt-4o-mini,few_shot,20.858158826828003,ok,True,"SELECT City, Temperature FROM Weather ORDER BY Temperature ASC","Moscow, 15, Warsaw, 16, London, 18, Chicago, 18, Cape Town, 19, Toronto, 20, Johannesburg, 20, Paris, 21, New York, 22, Sydney, 22, Buenos Aires, 23, Beijing, 24, Los Angeles, 25, Tokyo, 26, Bangalore, 28, Rio de Janeiro, 29, Mumbai, 30, Houston, 30, Cairo, 32, Phoenix, 35"
Which cities have temperate climate?,gpt-4o-mini,few_shot,20.78044867515564,ok,True,SELECT City FROM Weather WHERE Climate LIKE '%temperate%',"New York, Warsaw, London, Paris"
WHere is it the hotest?,gpt-4o-mini,few_shot,22.27188014984131,sql_error,False,,
Where is the sky clear?,gpt-4o-mini,few_shot,20.93919157981873,ok,True,SELECT City FROM Weather WHERE Weather LIKE '%clear%',"Tokyo, Buenos Aires"
Where is it 20 degrees?,gpt-4o-mini,few_shot,20.8635675907135,ok,True,SELECT City FROM Weather WHERE Temperature = 20,"Toronto, Johannesburg"
What is the average temperature in sunny cities?,gpt-4o-mini,few_shot,20.62773489952088,ok,False,SELECT AVG(Temperature) FROM Weather WHERE Weather LIKE '%sunny%',26
Where is it raining?,gpt-4o-mini,rag_style,21.84298825263977,sql_error,False,,
Where is it the hottest?,gpt-4o-mini,rag_style,21.8384222984314,sql_error,False,,
What is the temperature in Warsaw?,gpt-4o-mini,rag_style,21.844542264938354,sql_error,False,,
Which cities have tropical climate?,gpt-4o-mini,rag_style,21.666990041732788,sql_error,False,,
Is it cloudy in Berlin?,gpt-4o-mini,rag_style,3.607476949691773,no_sql,False,,
What's the temperature in Fort Worth?,gpt-4o-mini,rag_style,21.91780424118042,sql_error,False,,
Where is it the coldest?,gpt-4o-mini,rag_style,22.4991614818573,sql_error,False,,
